-1.153924301965780842e+03,2.423636816798315294e+02,-1.209701135038498307e+02,2.801610322800676727e+02,-7.278300713941533218e+00,8.101469697900444089e+02,-3.295350001905432578e+02,2.904618582155842432e+02,-1.824977262281810511e+02,4.635764575946029140e+02,-4.366758883713164607e+01,1.479474670049468799e+01,-2.730826125943630132e+02,2.071828820952484875e+02,-2.160692197774856425e+02,5.204162131538377167e+01,-3.351046725881441812e+00,1.206052226306041142e+01,-4.128896035537532327e+01,1.884762290740835411e+01,-1.404439460228350001e+01,-1.140150494374896795e+01,-1.117045050277527025e+02,2.388199977104987113e+02,-1.481642808544086449e+02,1.765118388609039641e+02,8.670179749077719578e+01,1.271181864959379055e+02,-1.429137679233692211e+02,1.110310813899979649e+02
-1.114979409119433058e+03,3.915125253826835205e+02,-2.630506242836836606e+01,3.789693587587742627e+02,2.005459312015567832e+02,9.248175348187324971e+02,-1.319617538285101830e+02,5.355212223514039351e+02,-5.009135992044008390e+01,4.675796529705403373e+02,-1.686652485709305154e+02,1.836550542004837041e+02,-1.716216334205301735e+02,2.718276123297209779e+02,1.213261999033614646e+00,-7.104207318112725034e+01,4.294642028132818723e+01,-9.676736033067547282e+01,-2.940407402938143377e+02,-4.776111487685406587e+01,-2.447894563761295572e+01,1.904443372566063033e+02,5.507733441254850248e+01,-9.106021542168012672e+01,-1.217876297408828776e+02,-9.566293562818245277e+01,-2.017333639977419182e+02,-6.184376775799689341e+01,-2.386559695498021370e+02,5.666601905578919940e+01
-7.847806425993055655e+02,2.938438693223161522e+02,-4.418515963213034183e+02,3.268561917527607079e+02,-4.840391694088481245e+02,-1.313311627464540265e+02,-1.624605026458367831e+02,2.495271289605307459e+02,5.085071547444650832e+02,-2.559947233826053150e+02,-6.804757741262774573e+01,-3.105568845225139398e+02,6.584763469865316665e+02,4.160704112885765085e+02,-3.464393040713642904e+02,3.195515455560437204e+02,9.394091733312305337e+01,-7.475938124015462449e+01,4.797200632630797941e+02,-5.690348860793660890e+01,-2.121606490522242439e+01,1.139856770321866577e+02,-1.222272797443789756e+02,4.185614233974641252e+01,2.340406940483301810e+02,-1.174440544682265966e+02,7.414457399285323902e+01,-1.352264325973921473e+02,1.345632655926991390e+02,9.917108655818351792e+01
-1.130411817173741838e+03,2.240239297410061852e+02,-5.635517823689500574e+02,6.004371139531300372e+01,-2.594205238482794016e+02,3.463840463264211280e+02,-1.257221514818266428e+02,3.876283681106199879e+02,6.497146914885629485e+02,1.791774406377897719e+02,-5.480074749483046403e+00,-1.151777023697169255e+02,6.152833172647618767e+02,2.939142246221687174e+02,-3.387958837381247577e+02,2.360788394326873743e+02,-1.841034659169136223e+00,1.112550911478938076e+02,1.769847829795185419e+02,7.465296148465002091e+01,-1.647700656077611825e+02,-1.006069990188199057e+02,3.023000372050383433e+01,1.765599250048372255e+02,2.211087196795967458e+01,1.393585217404020398e+02,-1.979725438577961460e+00,6.494612393924167293e+01,7.267256157212440826e+01,3.387449126238102792e+01
-1.549636387270832302e+03,1.071608666962674192e+02,6.107728421996586121e+02,7.496828792916335260e+02,6.360593921745461330e+02,4.865124072085215516e+02,-3.329602742612719339e+02,5.288098316267219161e+02,-2.841761657456665944e+02,-1.356542578510404553e+02,-3.523507414583173869e+01,-1.928694065107788091e+01,-3.266299830588340001e+02,2.108714010848491966e+02,-1.945374748256529926e+02,4.322201707616713406e+01,-1.680321488178751679e+02,1.330518143646680755e+02,-5.734369093488636508e+02,-6.945104380374687025e+01,2.068270384864783296e+02,2.280334006348892615e+02,8.500566562316849684e+01,-1.613291399268343866e+02,2.692010030645849739e+01,-2.382047243158520757e+02,2.103977497174332427e+02,1.076586870944304195e+02,1.166107399349296116e+02,1.748420821921564254e+02
-1.073164585484827057e+03,-2.093173126345618869e+02,7.919349812823984394e+02,2.259630338262671216e+02,8.213385195473935028e+02,6.245233990495933085e+02,-8.334516592889319782e+02,4.710240620674646834e+02,-6.352386211801906057e+01,5.376196575189535309e+01,-9.433791593550442656e+01,-1.120211479806956447e+02,3.804569782141638825e+02,-4.261487934292601381e+02,2.516535842069729654e+02,4.212147136072172202e+02,-1.889547803396364998e+02,-7.462963889599960510e+01,-2.034524114759786073e+02,3.309519884932965965e+02,-1.013037061331452975e+02,-1.094862479209437680e+02,-2.144990505634459907e+02,-1.088917491563602340e+02,1.416193128783710335e+02,1.091626123738392096e+02,2.953610004923050383e+02,-1.329263567987595707e+02,-2.521737500952066853e+02,1.197267717397979325e+01
-1.212952883200371161e+03,3.576854014218980637e+02,1.921770935343485576e+02,5.387097931530489632e+02,3.483376890791632263e+01,2.445365802421579531e+02,-2.432656539654303742e+02,9.245024499425518343e+02,1.110348598216623088e+02,1.847544474932600735e+02,-2.113780274723577008e+02,2.006656230908695875e+02,9.428139867669732155e+01,2.316409652208382965e+02,-3.514002496913482219e+02,-2.447220835951351035e+02,-2.286148227130965722e+02,4.370775538638637272e+02,-7.210510265506208043e+02,-1.784139473129017404e+02,4.372775424067778545e+02,1.865516871161452173e+01,-2.609161444189380745e+02,8.879050762640065386e+01,-1.496732918818458131e+02,-3.369218685948608822e+02,-7.290187515922961659e+00,1.724033404106795047e+02,3.200256771771610147e+02,3.645656405201493726e+02
-7.778609802624720260e+01,2.812080073732313963e+02,7.605959615942808796e+02,-2.347188605491568865e+02,7.669608397303362608e+02,6.159273655526453695e+02,2.770549242691274472e+01,-2.877758649023668340e+02,-3.737209616608329270e+02,-3.866234371651118096e+01,5.637572580719120374e+00,-1.653099518091516700e+02,2.831429033507210988e+02,-5.225686193434241886e+02,-1.669598024191703587e+02,3.204669357563288372e+02,1.258002372711197268e+02,-3.470585291093975115e+02,3.896752732501993819e+02,1.061768234054902749e+01,-1.505689501010325557e+02,9.333130150088867083e+01,-3.372718743167409912e+02,6.570832338190248834e+01,1.570398984298288099e+02,2.495161943940717606e+02,-1.600021599393445229e+02,2.804353818427665246e+01,-2.356030440720361696e+01,-1.344146577836926895e+02
-1.225492691447669131e+03,4.817215942185094946e+01,4.812850493775352447e+02,1.681750806897580617e+02,-3.849144992557801856e+02,-2.415532569710777011e+02,-3.737334557677897351e+02,5.596675698594957566e+02,6.376837335631895485e+02,-1.676835891192701524e+02,2.334113359120595419e+02,-4.167276130187241279e+02,4.412276671097669123e+02,8.428727278537219547e+01,-4.066250402919089879e+02,2.618254430037547422e+02,3.125369824056829771e+01,2.651977346453260793e+02,-8.523272376647067006e+01,1.111461706963290226e+02,4.494132663330851485e-01,1.274781739996961960e+02,1.114501864487828016e+02,-2.769643364122815683e+02,-7.205344463864761906e+01,-2.367493290341766610e+01,-5.419718825868499579e+01,-8.369143303994546557e+01,-6.065893102221300381e+01,-1.882570170946464714e+02
-9.655831228036468019e+02,4.395743237727062365e+02,7.674657304796922119e+01,4.221816692510765847e+02,-2.083550407386658208e+02,3.408515935603458615e+02,3.132042193333605695e+01,7.030245520141897941e+02,3.648263105015587371e+02,3.794082480657480261e+01,1.118922272092022467e+02,-1.968102093805596837e+02,3.553058590536976453e+02,-2.855867629056239565e+01,-8.129747877566419447e+02,6.717281331423532720e+01,-2.488716316288905328e-01,2.707021796549382202e+02,-3.426584872376104727e+02,-3.036737604068563456e+01,1.634780986564835530e+02,5.425703374999161355e+01,1.825600358078908414e+02,1.930955412599619478e+02,1.763939323095614142e+01,-7.129945374796328394e+01,-1.362836139944981539e+02,5.155771377151125279e+01,1.251144485604687446e+02,-1.746874440289587369e+02
