1.051881057885376549e+03,3.189236195226980044e+02,-5.474755227386303886e+02,3.763111135154776434e+02
1.071604767724136764e+03,3.892464501317350596e+02,-4.585299914073925720e+02,4.746809030748265172e+02
6.281489853942933905e+02,2.823631910923244845e+02,-7.678855641265075747e+02,4.734598028632219666e+02
9.649549752819774540e+02,2.665486145378883975e+02,-9.189681459201431153e+02,2.032358524706560559e+02
1.665362244146212561e+03,1.484554826884424017e+02,2.143185203145934565e+02,7.590122077972188208e+02
1.287267453720143749e+03,-1.972834153771467669e+01,3.831951532082086942e+02,2.534180585492029252e+02
1.225829829111811932e+03,3.256256632937781887e+02,-2.036557386318323495e+02,6.542972831874449184e+02
1.486297995600344564e+02,4.678590849000506182e+02,6.098028514914398102e+02,-1.995382110202606043e+02
1.235515743349312743e+03,2.299568436872459927e+02,1.159206937667357522e+02,4.507032219026282291e+02
8.715549287648383370e+02,4.849550838984642382e+02,-2.424118049034308342e+02,6.743595419461822758e+02
1.108876250250284556e+03,3.020047148871872764e+02,-4.834573662146707420e+02,7.596138330501346445e+02
1.127236505189441232e+03,3.247818398343308104e+02,7.752475147608053021e+02,-7.071706917935158287e+01
1.260577083989691346e+03,2.538648462041280709e+02,-4.011567235336868862e+02,4.445672797013658055e+02
3.862840827087356956e+02,3.187961664628313656e+02,4.901476946165423101e+02,-3.627850906262150374e+02
1.376907864600608264e+03,6.692538911307273075e+00,1.460040036513888424e+02,3.429901178779852557e+02
8.011480261977344526e+02,2.617917125892625450e+02,1.012315452243085474e+02,-1.273181264984717842e+01
1.413799224511398279e+03,4.031111144291196524e+02,-8.018442187901794114e+02,5.973038098592346614e+02
1.478252488938707302e+03,7.573147357108040296e+02,5.663933436905706458e+02,-1.875032156396071628e+02
7.675605552891245225e+02,4.697403865698006342e+01,9.530399406812830421e+01,1.708996932890333653e+02
1.045177155462451765e+03,3.769339714686017260e+02,-2.744171656587120651e+02,4.225108214392403170e+02
1.232104932440387302e+03,1.207777921613901100e+02,-2.582136888165257460e+02,-2.248338136934838190e+02
1.061502320140466281e+03,3.810340761298621715e+02,5.945806414473521500e+02,4.375481792277604427e+02
1.253108516843727330e+03,6.429525432410506482e+02,8.046161234920610923e+02,-2.287992036118388839e+01
2.553084589840190404e+02,6.949403673362817813e+01,4.730928536718317901e+02,-1.544300527515655652e+01
5.775664265976246270e+02,1.360202589779554749e+01,4.795098939686238282e+02,-3.825909557518984627e+01
1.006318312127566287e+03,1.746412469190608192e+02,8.238392069459079039e+02,2.064616548239768008e+02
1.032561627142924436e+02,-8.579958390664873491e+01,1.249507901662768745e+02,-2.769324392603745082e+02
8.791479040143431121e+02,1.567904915225184084e+02,3.046907042445135403e+02,3.289946881331157158e+01
1.381777387376023682e+02,2.764974821083391134e+02,6.045127621669189466e+02,-3.376081099541571540e+00
8.711842390874645616e+02,3.787336620425261913e+02,7.402030577674265714e+02,2.622275717432978581e+01
-9.781398802524604719e+01,-1.874478047005101757e+02,1.018224299765641376e+02,-2.901485103678473934e+02
1.656690237458159800e+03,4.154143406785561865e+02,4.321605163300106938e+02,-3.795879312362571341e+02
1.934342473354272670e+03,4.745674105589831129e+02,-1.169524178334239792e+02,-8.018973627497429391e+01
1.129872169012964832e+03,1.231972226022130030e+02,1.443744644399800450e+02,-2.939104787498527571e+02
1.737077003389832726e+03,5.120590416487873426e+02,-5.968599148241127068e+02,2.631436585501402305e+02
1.142388422208965494e+03,2.062105005022616808e+02,4.719681988936217465e+01,7.958231604452664953e+01
9.614099492599996211e+02,1.383175301481048223e+02,-7.070788191001740586e+01,2.539619095897058401e+02
1.156128746863989591e+03,3.761486694441604186e+02,-1.032543639532784709e+02,4.522598053809300040e+02
1.630557889934120794e+03,4.526509565781057063e+02,-1.054741042664443967e+03,1.369356234270384505e+02
1.915031620739343680e+03,2.869906107144938119e+02,-8.809203789344059032e+02,9.852951730216086901e+01
1.695219481030443376e+03,5.047458095592707537e+02,4.966462443713804760e+02,-7.034581222970376757e+01
1.376130715485732708e+03,2.939175996116816805e+02,1.186777531760691318e+02,-5.390814518701454006e+01
1.220157229761204235e+03,4.167818192822281276e+02,6.199960318435809086e+02,-4.502948138664654607e+02
1.035609642027950940e+03,-9.791665896549419301e+01,-2.676811296798148305e+02,6.068097719521492905e+00
9.688430495097414905e+02,3.039040761935472688e+02,-5.893659814188113160e+02,1.176463894483055697e+02
1.664242181023408875e+03,4.169977423729255861e+02,7.491758599175780091e+02,-4.172144043503826794e+01
1.544509189806694167e+03,2.217364021249418329e+02,1.132367121090519646e+01,1.524108913712125002e+01
1.060312607936482891e+03,4.319180492036035162e+02,6.861718274882058495e+02,-5.237746520388805038e+02
9.806995620794361912e+02,1.637131881705246030e+02,-7.053333511632738464e+02,1.430914939407677196e+02
5.457343628626085774e+02,-2.073902141273333086e+02,-2.593474505646571515e+02,-2.653929659080006900e+02
