8.060635489300371076e-03,-3.517434985887091248e-02
8.302094294222942331e-03,-3.761048022861667589e-02
8.313707506824448770e-03,-2.198539112168654969e-02
8.041056463061236476e-03,-2.548588596123037980e-02
8.127828769054882413e-03,-3.607617885109552086e-02
7.829409304782984289e-03,-3.533840126190267855e-02
8.119198250184854818e-03,-3.537534446482622219e-02
6.265971292881156347e-03,-3.028823771785871949e-02
7.637172981843173836e-03,-2.819447139950263803e-02
8.110897185041985799e-03,-3.203117332602554990e-02
8.057229710767234085e-03,-3.208703439151615322e-02
7.995474553750495789e-03,-3.766499044594386753e-02
7.832883207322487856e-03,-2.647265178586312787e-02
7.018447676922967907e-03,-3.311040272594847900e-02
8.176215626716921980e-03,-3.730452782353646524e-02
5.103178390758664890e-03,-2.992786109951253715e-02
8.365867188481337230e-03,-3.745285341050390293e-02
8.087294533624122400e-03,-3.816847497744628448e-02
8.586657988387792761e-03,-3.998304962148729186e-02
7.788815874747745741e-03,-2.699759968363245680e-02
7.591119098603520653e-03,-2.963531208714061463e-02
8.020913242119297876e-03,-3.715672827667984568e-02
7.957171896508703074e-03,-3.597928822419461242e-02
6.502749596916259853e-03,-2.870176876818419931e-02
7.031868281750924821e-03,-2.900328137475974635e-02
7.880213034820428286e-03,-3.628868822214229711e-02
1.020156762978297570e-02,1.069272991251077332e-02
-2.054952120490096280e-04,-2.697069763273755513e-02
3.473729580901515745e-03,-2.180465608488632925e-02
7.860413476353071693e-03,-3.529784627974514449e-02
1.067512070558650911e-02,-6.029555779994322934e-02
8.071402495874121369e-03,-3.758694752324812788e-02
8.186228055725906783e-03,-3.705769462123682800e-02
7.569589290707270587e-03,-3.120251870661124027e-02
8.286679693150179535e-03,-3.742764625653543370e-02
7.397343243145873895e-03,-2.656015774916136579e-02
7.394669564247936117e-03,-3.179090720466625636e-02
7.902232765545762552e-03,-3.586441023229128972e-02
8.297339402176988690e-03,-3.689304344538885116e-02
8.342586506381807071e-03,-3.748011065755179477e-02
8.059894672851385458e-03,-3.670902744368321341e-02
8.228258381354866535e-03,-3.874446267504916969e-02
7.829227018910206101e-03,-3.503916499214616148e-02
8.395384946057047465e-03,-1.886416655408427664e-02
8.415375670708913000e-03,-3.736921207061866951e-02
8.017804297547160425e-03,-3.649123588471789303e-02
8.091426570513699304e-03,-3.682130193010432762e-02
7.538698244603772927e-03,-3.527461404940279016e-02
8.441513301014485354e-03,-3.815733446239186200e-02
9.217497947748025736e-03,-4.687220582158507093e-02
8.467644936289257795e-03,-3.816919919235660374e-02
7.979933750489963395e-03,-3.692791154212493598e-02
7.961826317518540946e-03,-3.623144636069897812e-02
9.143089091959020337e-03,-4.217680818690466849e-02
7.844262926733059499e-03,-2.495004029367170126e-02
8.445638693501414385e-03,-3.815914580105326387e-02
7.228762642678957483e-03,-2.972778285534425843e-02
7.583886936369238843e-03,-3.306011618880723424e-02
8.593591798968722162e-03,-3.996593914797535313e-02
7.391583227447288615e-03,-3.095300505842151634e-02
8.496517133380461495e-03,-3.614131323638920812e-02
