7.607958975610896232e+03,8.519221731006836080e+02
8.265996673191939408e+03,3.887957382987691517e+02
7.498721735098539284e+03,1.591964558843644681e+03
8.264935172685487487e+03,2.324445344964394735e+03
8.862373418301163838e+03,5.224347909140467436e+02
9.386515671103597924e+03,4.042034452868878816e+03
9.438860719225905996e+03,1.797649667757603083e+03
4.525104026310693371e+03,5.111731099973057098e+03
6.928374750253945422e+03,2.836456976622221646e+03
7.949708365416318884e+03,2.277250670270686442e+03
8.206764715494700795e+03,1.573043219400386988e+03
8.211775959202117519e+03,4.363309879940390601e+03
7.255503550232388989e+03,2.241284532064222731e+03
4.804968861186393042e+03,5.061977874404943577e+03
7.438287436569244164e+03,1.707993038579563063e+03
6.809633511464933690e+03,2.218667234904058660e+03
7.341210925260728800e+03,1.525891447992505618e+02
8.617394260033477622e+03,3.423695885865343826e+03
4.703333345120562626e+03,1.452309101513018732e+03
7.086328811088909788e+03,2.587953954225929010e+03
6.884546934755934672e+03,1.178840743430386510e+03
9.292471332856837762e+03,1.988758302606970119e+03
8.003786595215056877e+03,3.598270952532195224e+03
5.386531150778891060e+03,4.120611516712626326e+03
4.576062376071683502e+03,5.659612632854515141e+03
7.665657911842842623e+03,4.178900753673426152e+03
1.154135002817807390e+03,3.539849435247769634e+03
5.427114627017235762e+03,5.970276508210127986e+02
2.821456222198255546e+03,4.931061549686295621e+03
6.817015990231990145e+03,1.822572771141843532e+03
1.283140446448381908e+02,5.776104797572851339e+02
9.056081369059131248e+03,2.722325134873933166e+03
9.636483742140204413e+03,1.301864457494519456e+03
7.912858955161952508e+03,2.177949323472283140e+03
8.663201404409192037e+03,6.800723509341390809e+02
6.461557638663070975e+03,1.714778651563964104e+03
7.346374871182908464e+03,2.170608576178179192e+03
8.522112154472424663e+03,1.426929030766424603e+03
9.051675810777658626e+03,3.777846948303155727e+02
9.129400028023201230e+03,4.329414593772852413e+02
8.554324943046272892e+03,3.055748150133644231e+03
6.938594318211817153e+03,2.472467794519164272e+03
8.323223751312903914e+03,4.699147370673238584e+03
6.989149577636456343e+03,1.736329856606502062e+03
4.913116779374811813e+03,6.792422543140925200e+02
9.540210857115402177e+03,4.398070041504352048e+03
8.565675611509064765e+03,2.796877158738638173e+03
7.104347801918296682e+03,4.092935513876925597e+03
4.763395364216142298e+03,2.721159234732810432e+02
2.168724213596326535e+03,1.124389448739496174e+03
7.025918606869764517e+03,-3.874731622198040668e+02
8.641214055057535006e+03,5.737444514319860900e+03
8.239848950153320402e+03,3.313050016926909848e+03
4.933782978614101921e+03,-1.479049980135500846e+03
7.144118008289524369e+03,1.080263967994734230e+03
5.424443163360388098e+03,2.418308202628847710e+02
5.863898816876224373e+03,4.262863121770421458e+03
8.515252435351065287e+03,3.318697147731299992e+03
5.642550544234914014e+03,-2.409002977690069201e+03
7.060507038412559268e+03,2.816814992084368896e+03
6.263896870736574783e+03,-2.504080871493718405e+03
7.462400256462692596e+03,-9.028563918935552124e+01
7.213802937884314815e+03,1.912461903119032741e+03
6.463770209015686305e+03,4.013384224997935235e+03
6.174156586852203873e+03,9.518818761731341738e+02
3.187879769024896177e+03,-1.951945009611486057e+03
6.163082687234767945e+03,4.402273813479668206e+03
8.231285329541464307e+03,-2.162756942363689348e+02
8.148716368270575913e+03,-3.654360916701413657e+02
7.974441873880161438e+03,2.133850927358571880e+03
7.434269855811240632e+03,-3.413899435641514657e+01
7.117884199080750477e+03,-1.008996564955319172e+03
7.129992740307057829e+03,-1.311865869298427754e+02
7.505796978371664409e+03,-1.325139549885903534e+03
6.418193936451704758e+03,-2.622018622501243499e+03
5.708808608729789739e+03,2.543927138490301786e+03
7.055846867241084510e+03,-1.180561516544669757e+03
6.669597947362899504e+03,-5.141586018848221329e+02
7.417912400856284876e+03,2.775602661722275570e+03
7.793471246403533769e+03,2.748326836310071940e+03
6.460747564570393479e+03,-1.766766340436208566e+03
7.849916980003703429e+03,-6.019968675528713220e+02
6.924200941918892568e+03,-1.816361571201444121e+03
8.816806574455906230e+03,7.530404178901439991e+02
6.926001454463296795e+03,-1.265471316100573631e+03
8.218301633428465720e+03,4.131267571623985532e+03
6.571549077292115726e+03,-3.049081066154538803e+03
6.129763453609933094e+03,-2.725235547144596694e+03
7.428866077107020828e+03,-2.760872003462436055e+02
3.958022897957977875e+03,-6.666913014861229385e+02
5.882137036978183460e+03,-1.122433209700300722e+03
5.558699953682800697e+03,2.919623349361327200e+03
6.811469821361280083e+03,-1.316444632592237440e+03
6.551271157297351238e+03,-2.369968573270811703e+03
